Client name,Registrant name,Location of Client,Description of service (when available)
Government of the Republic of Korea,Pillsbury Winthrop Shaw Pittman LLP,South Korea,
"King Abdullah City for Atomic and Renewable Energy (""KACARE"") ",Pillsbury Winthrop Shaw Pittman LLP,Saudi Arabia,
"International Counsel Bureau, Kuwaiti Counsel for the Families of Kuwaiti Citizens at Guantanamo Bay",Pillsbury Winthrop Shaw Pittman LLP,Kuwait,
Govt of Mexico - Secretaria de Economia,Pillsbury Winthrop Shaw Pittman LLP,Mexico,
Government of Mexico - Secretaria de Economia,Pillsbury Winthrop Shaw Pittman LLP,Mexico,
Government of the Republic of Korea,Pillsbury Winthrop Shaw Pittman LLP,South Korea,
"King Abdullah City for Atomic and Renewable Energy (""KACARE"") ",Pillsbury Winthrop Shaw Pittman LLP,Saudi Arabia,
"International Counsel Bureau, Kuwaiti Counsel for the Families of Kuwaiti Citizens at Guantanamo Bay",Pillsbury Winthrop Shaw Pittman LLP,Kuwait,
Govt of Mexico - Secretaria de Economia,Pillsbury Winthrop Shaw Pittman LLP,Mexico,
Government of Mexico - Secretaria de Economia,Pillsbury Winthrop Shaw Pittman LLP,Mexico,
Government of the Republic of Korea,Pillsbury Winthrop Shaw Pittman LLP,South Korea,
"King Abdullah City for Atomic and Renewable Energy (""KACARE"") ",Pillsbury Winthrop Shaw Pittman LLP,Saudi Arabia,
Canadian Broadcasting Corporation,Finkelstein Thompson LLP,Canada,
Palestinian Liberation Organization,Palestinian Liberation Organization,Palestine,
"City of Sunderland, England",Larry L. Overstreet,United Kingdom,
Hong Kong Trade Development Council,Wexler & Walker Public Policy Associates,Hong Kong,
Japan External Trade Organization (JETRO),"Global Policy Group, Inc.",Japan,
St. Maarten Tourist Bureau,St. Maarten Tourist Office,Netherlands Antilles,
Government of Barbados,Bruce Zagaris,Barbados,
Invest Barbados,Bruce Zagaris,Barbados,
Government of Barbados,Bruce Zagaris,Barbados,
Invest Barbados,Bruce Zagaris,Barbados,
Saudi Arabian Oil Company The Government of the Kingdom of Saudi Arabia,"Saudi Petroleum International, Inc.",Saudi Arabia,
The Government of the Kingdom of Saudi Arabia,"Saudi Petroleum International, Inc.",Saudi Arabia,
Saudi Arabian Oil Company The Government of the Kingdom of Saudi Arabia,"Saudi Petroleum International, Inc.",Saudi Arabia,
The Government of the Kingdom of Saudi Arabia,"Saudi Petroleum International, Inc.",Saudi Arabia,
Commonwealth Of Dominica,"Commonwealth of Dominica Maritime Registry, Inc.",Commonwealth of Dominica,
The Government of the Nagorno Karabakh Republic (NKR),Office of the Nagorno Karabakh Republic in the USA,Nagorno Karabakh Republic,
Institute Of Cetacean Research,Butterfield Carter & Associates,Japan,
Rongelap Atoll Local Government,"Van Scoyoc Associates, Inc.",Marshall Islands,
The Government of the Republic of Cameroon,GoodWorks International LLC,Cameroon,
Government of Tanzania,GoodWorks International LLC,Tanzania,
Government of Sierra Leone,GoodWorks International LLC,Sierra Leone,
The Government of the Republic of Cameroon,GoodWorks International LLC,Cameroon,
Government of Tanzania,GoodWorks International LLC,Tanzania,
Government of Sierra Leone,GoodWorks International LLC,Sierra Leone,
The Government of the Republic of Cameroon,GoodWorks International LLC,Cameroon,
Government of Tanzania,GoodWorks International LLC,Tanzania,
Government of Sierra Leone,GoodWorks International LLC,Sierra Leone,
Government of the State of Qatar,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Qatar,
Government of India,Barbour Griffith & Rogers LLC d/b/a BGR Holding,India,
Kurdistan Regional Government (previously known as Kurdish Democratic Party),Barbour Griffith & Rogers LLC d/b/a BGR Holding,Iraq,
Royal Thai Embassy,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Thailand,
"BGR Gabara, LLP (for the Embassy of Kazakhstan, London, UK)",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Kazakhstan,
Thaksin Shinawatra,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Thailand,
Government of the State of Qatar,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Qatar,
Government of India,Barbour Griffith & Rogers LLC d/b/a BGR Holding,India,
Kurdistan Regional Government (previously known as Kurdish Democratic Party),Barbour Griffith & Rogers LLC d/b/a BGR Holding,Iraq,
Royal Thai Embassy,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Thailand,
"BGR Gabara, LLP (for the Embassy of Kazakhstan, London, UK)",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Kazakhstan,
Thaksin Shinawatra,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Thailand,
Government of the State of Qatar,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Qatar,
Government of India,Barbour Griffith & Rogers LLC d/b/a BGR Holding,India,
Kurdistan Regional Government (previously known as Kurdish Democratic Party),Barbour Griffith & Rogers LLC d/b/a BGR Holding,Iraq,
Royal Thai Embassy,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Thailand,
"BGR Gabara, LLP (for the Embassy of Kazakhstan, London, UK)",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Kazakhstan,
Thaksin Shinawatra,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Thailand,
Government of the State of Qatar,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Qatar,
Government of India,Barbour Griffith & Rogers LLC d/b/a BGR Holding,India,
Kurdistan Regional Government (previously known as Kurdish Democratic Party),Barbour Griffith & Rogers LLC d/b/a BGR Holding,Iraq,
Royal Thai Embassy,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Thailand,
"BGR Gabara, LLP (for the Embassy of Kazakhstan, London, UK)",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Kazakhstan,
Thaksin Shinawatra,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Thailand,
Government of the State of Qatar,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Qatar,
Government of India,Barbour Griffith & Rogers LLC d/b/a BGR Holding,India,
Kurdistan Regional Government (previously known as Kurdish Democratic Party),Barbour Griffith & Rogers LLC d/b/a BGR Holding,Iraq,
Royal Thai Embassy,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Thailand,
"BGR Gabara, LLP (for the Embassy of Kazakhstan, London, UK)",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Kazakhstan,
Thaksin Shinawatra,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Thailand,
Government of the State of Qatar,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Qatar,
Government of India,Barbour Griffith & Rogers LLC d/b/a BGR Holding,India,
Kurdistan Regional Government (previously known as Kurdish Democratic Party),Barbour Griffith & Rogers LLC d/b/a BGR Holding,Iraq,
Royal Thai Embassy,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Thailand,
"BGR Gabara, LLP (for the Embassy of Kazakhstan, London, UK)",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Kazakhstan,
Thaksin Shinawatra,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Thailand,
Taipei Economic And Cultural Representative Office in the United States,Orion Strategies LLC,Taiwan,
Government of Georgia,Orion Strategies LLC,Georgia,
Republic of Montenegro,Orion Strategies LLC,Montenegro,
National Security Council of Georgia,Orion Strategies LLC,Georgia,
Taipei Economic And Cultural Representative Office in the United States,Orion Strategies LLC,Taiwan,
Government of Georgia,Orion Strategies LLC,Georgia,
Republic of Montenegro,Orion Strategies LLC,Montenegro,
National Security Council of Georgia,Orion Strategies LLC,Georgia,
Taipei Economic And Cultural Representative Office in the United States,Orion Strategies LLC,Taiwan,
Government of Georgia,Orion Strategies LLC,Georgia,
Republic of Montenegro,Orion Strategies LLC,Montenegro,
National Security Council of Georgia,Orion Strategies LLC,Georgia,
Taipei Economic And Cultural Representative Office in the United States,Orion Strategies LLC,Taiwan,
Government of Georgia,Orion Strategies LLC,Georgia,
Republic of Montenegro,Orion Strategies LLC,Montenegro,
National Security Council of Georgia,Orion Strategies LLC,Georgia,
Malaysian Rubber Export Promotion Council (MREPC),Malaysian Rubber Export Promotion Council,Malaysia,
Government of Japan,"Hecht, Spencer & Associates, Inc.",Japan,
Government of Georgia,"The Harbour Group, LLC",Georgia,
Embassy of the United Arab Emirates,"The Harbour Group, LLC",United Arab Emirates,
Embassy of Libya,"The Harbour Group, LLC",Libya,
Government of Georgia,"The Harbour Group, LLC",Georgia,
Embassy of the United Arab Emirates,"The Harbour Group, LLC",United Arab Emirates,
Embassy of Libya,"The Harbour Group, LLC",Libya,
Government of Georgia,"The Harbour Group, LLC",Georgia,
Embassy of the United Arab Emirates,"The Harbour Group, LLC",United Arab Emirates,
Embassy of Libya,"The Harbour Group, LLC",Libya,
Royal Embassy of Saudi Arabia,Qorvis Communications LLC,Saudi Arabia,
Kurdistan Regional Government (previously known as Kurdish Democratic Party),Qorvis Communications LLC,Iraq,
Republic of Equatorial Guinea,Qorvis Communications LLC,Equatorial Guinea,
Plasan Sasa Ltd,Qorvis Communications LLC,Israel,
Mexico Tourism Board,Qorvis Communications LLC,Mexico,
Embassy of the Kingdom of Bahrain,Qorvis Communications LLC,Bahrain,
Royal Embassy of Saudi Arabia,Qorvis Communications LLC,Saudi Arabia,
Kurdistan Regional Government (previously known as Kurdish Democratic Party),Qorvis Communications LLC,Iraq,
Republic of Equatorial Guinea,Qorvis Communications LLC,Equatorial Guinea,
Plasan Sasa Ltd,Qorvis Communications LLC,Israel,
Mexico Tourism Board,Qorvis Communications LLC,Mexico,
Embassy of the Kingdom of Bahrain,Qorvis Communications LLC,Bahrain,
Royal Embassy of Saudi Arabia,Qorvis Communications LLC,Saudi Arabia,
Kurdistan Regional Government (previously known as Kurdish Democratic Party),Qorvis Communications LLC,Iraq,
Republic of Equatorial Guinea,Qorvis Communications LLC,Equatorial Guinea,
Plasan Sasa Ltd,Qorvis Communications LLC,Israel,
Mexico Tourism Board,Qorvis Communications LLC,Mexico,
Embassy of the Kingdom of Bahrain,Qorvis Communications LLC,Bahrain,
Royal Embassy of Saudi Arabia,Qorvis Communications LLC,Saudi Arabia,
Kurdistan Regional Government (previously known as Kurdish Democratic Party),Qorvis Communications LLC,Iraq,
Republic of Equatorial Guinea,Qorvis Communications LLC,Equatorial Guinea,
Plasan Sasa Ltd,Qorvis Communications LLC,Israel,
Mexico Tourism Board,Qorvis Communications LLC,Mexico,
Embassy of the Kingdom of Bahrain,Qorvis Communications LLC,Bahrain,
Royal Embassy of Saudi Arabia,Qorvis Communications LLC,Saudi Arabia,
Kurdistan Regional Government (previously known as Kurdish Democratic Party),Qorvis Communications LLC,Iraq,
Republic of Equatorial Guinea,Qorvis Communications LLC,Equatorial Guinea,
Plasan Sasa Ltd,Qorvis Communications LLC,Israel,
Mexico Tourism Board,Qorvis Communications LLC,Mexico,
Embassy of the Kingdom of Bahrain,Qorvis Communications LLC,Bahrain,
Royal Embassy of Saudi Arabia,Qorvis Communications LLC,Saudi Arabia,
Kurdistan Regional Government (previously known as Kurdish Democratic Party),Qorvis Communications LLC,Iraq,
Republic of Equatorial Guinea,Qorvis Communications LLC,Equatorial Guinea,
Plasan Sasa Ltd,Qorvis Communications LLC,Israel,
Mexico Tourism Board,Qorvis Communications LLC,Mexico,
Embassy of the Kingdom of Bahrain,Qorvis Communications LLC,Bahrain,
The Government of the Republic of Angola,"LISCR, LLC",Angola,
Democratic Progressive Party,Michael Joseph Fonte,Taiwan,
Government of the Kingdom of Morocco,"The Gabriel Company, LLC",Morocco,
"Ministry of Finance, Government of Lesotho","The Whitaker Group, LLC",Lesotho,
Embassy ofthe Federal Republic of Nigeria,"The Whitaker Group, LLC",Nigeria,
"Ministry of Finance, Government of Lesotho","The Whitaker Group, LLC",Lesotho,
Embassy ofthe Federal Republic of Nigeria,"The Whitaker Group, LLC",Nigeria,
Taipei Economic And Cultural Representative Office in the United States,Alston & Bird LLP,Taiwan,
Russian Federation,Alston & Bird LLP,Russia,
Taipei Economic And Cultural Representative Office in the United States,Alston & Bird LLP,Taiwan,
Russian Federation,Alston & Bird LLP,Russia,
"Mauritius Ministry of Foreign Affairs, International Trade and Cooperation","Ryberg and Smith, L.L.C.",Mauritius,
Fukuoka Prefectural Government,"Fukuoka Center for Overseas Commerce in America (The Government of Fukuoka Prefecture, Silicon Vall)",Japan,
Tourism Ireland Limited,Tourism Ireland Limited,Ireland,
Council of Khalistan,Council of Khalistan,India,
"Royal Hashemite Court, Hashemite Kingdom Of Jordan",Vivien Ravdin,Jordan,
"Osaka University, Japan","Osaka University, San Francisco Office",Japan,
Government of the Kingdom of Morocco,"Moroccan-American Center for Policy, Inc.",Morocco,
Government of Antigua and Barbuda,Levick Strategic Communications,Antigua and Barbuda,
Abu Dhabi Investment Authority,The Glover Park Group LLC,United Arab Emirates,
Taipei Economic And Cultural Representative Office in the United States,The Glover Park Group LLC,Taiwan,
Government of the Arab Republic of Egypt,The Glover Park Group LLC,Egypt,
Abu Dhabi Investment Authority,The Glover Park Group LLC,United Arab Emirates,
Taipei Economic And Cultural Representative Office in the United States,The Glover Park Group LLC,Taiwan,
Government of the Arab Republic of Egypt,The Glover Park Group LLC,Egypt,
Abu Dhabi Investment Authority,The Glover Park Group LLC,United Arab Emirates,
Taipei Economic And Cultural Representative Office in the United States,The Glover Park Group LLC,Taiwan,
Government of the Arab Republic of Egypt,The Glover Park Group LLC,Egypt,
"Korean Broadcasting System (through e-KBS Co., Ltd. and KBS Media, Ltd.)","KBS America, Inc.",South Korea,
Secretaria de Agricultura Ganderia Desarollo Rural Pesca y Alimentacion (SAGARPA),Greenberg Traurig LLP,Mexico,
Office ofthe Governor of Bayeisa,Greenberg Traurig LLP,Nigeria,
Secretaria de Agricultura Ganderia Desarollo Rural Pesca y Alimentacion (SAGARPA),Greenberg Traurig LLP,Mexico,
Office ofthe Governor of Bayeisa,Greenberg Traurig LLP,Nigeria,
Government of Japan,"The MITA Group, Inc.",Japan,
Japan External Trade Organization (JETRO),Quinn Gillespie & Associates LLC,Japan,
"Ministry of Foreign Affairs, Islamic Republic of Iran",Mark Edmond Clark,Iran,
"Ambassador Mohammed Khazee, Permanent Representative, Mission of the Islamic Republic to the Un",Mark Edmond Clark,Iran,
"Mr. Seyed Hossein Gholami, Third Counselor, Mission of the Islamic Republic of Iran to the UN",Mark Edmond Clark,Iran,
"Ministry of Foreign Affairs, Islamic Republic of Iran",Mark Edmond Clark,Iran,
"Ambassador Mohammed Khazee, Permanent Representative, Mission of the Islamic Republic to the Un",Mark Edmond Clark,Iran,
"Mr. Seyed Hossein Gholami, Third Counselor, Mission of the Islamic Republic of Iran to the UN",Mark Edmond Clark,Iran,
"Ministry of Foreign Affairs, Islamic Republic of Iran",Mark Edmond Clark,Iran,
"Ambassador Mohammed Khazee, Permanent Representative, Mission of the Islamic Republic to the Un",Mark Edmond Clark,Iran,
"Mr. Seyed Hossein Gholami, Third Counselor, Mission of the Islamic Republic of Iran to the UN",Mark Edmond Clark,Iran,
