Client,Amount,Date,Registrant,Purpose,From subcontractor,Source
Fukuoka Prefectural Government,48885.41,2013-04-21,"Fukuoka Center for Overseas Commerce in America (The Government of Fukuoka Prefecture, Silicon Vall)",,,http://www.fara.gov/docs/5591-Supplemental-Statement-20130731-20.pdf
Tourism Ireland Limited,6592516.00,06/30/13*,Tourism Ireland Limited,funding from home office for US operations,,http://www.fara.gov/docs/5594-Supplemental-Statement-20130731-20.pdf
Embassy of Mexico,4392.86,06/30/13*,"Brownstein Hyatt Farber Schreck, LLP",,Gregory J Kuykendall,http://www.fara.gov/docs/5870-Supplemental-Statement-20130731-10.pdf
Embassy of Mexico,4392.86,2013-05-01,"Brownstein Hyatt Farber Schreck, LLP",,Gregory J Kuykendall,http://www.fara.gov/docs/5870-Supplemental-Statement-20130731-10.pdf
Ministry of Tourism St. Vincent & The Grenadines,303003.00,07/31/13*,"Spring, O'Brien & Co., Inc.",,,http://www.fara.gov/docs/5872-Supplemental-Statement-20130731-9.pdf
Tourism Promotion of Chile,83500.00,07/31/13*,"Spring, O'Brien & Co., Inc.",,,http://www.fara.gov/docs/5872-Supplemental-Statement-20130731-9.pdf
Consulate General of Republic of Korea in New York,34750.00,05/31/13*,"Parter International, Inc",communications advice,,http://www.fara.gov/docs/6142-Supplemental-Statement-20130731-1.pdf
Embassy of New Zealand,6825.00,06/30/13*,Hillenby LLC,Editorial and graphic design services,,http://www.fara.gov/docs/6146-Supplemental-Statement-20130731-1.pdf
Austrian Tourist Office in Vienna,75000.00,2013-01-09,Austrian Tourist Office Inc,,,http://www.fara.gov/docs/495-Supplemental-Statement-20130802-20.pdf
Austrian Tourist Office in Vienna,50000.00,2013-01-22,Austrian Tourist Office Inc,,,http://www.fara.gov/docs/495-Supplemental-Statement-20130802-20.pdf
Austrian Tourist Office in Vienna,150000.00,2013-02-02,Austrian Tourist Office Inc,,,http://www.fara.gov/docs/495-Supplemental-Statement-20130802-20.pdf
Austrian Tourist Office in Vienna,100000.00,2013-02-05,Austrian Tourist Office Inc,,,http://www.fara.gov/docs/495-Supplemental-Statement-20130802-20.pdf
Austrian Tourist Office in Vienna,137395.65,2013-03-25,Austrian Tourist Office Inc,,,http://www.fara.gov/docs/495-Supplemental-Statement-20130802-20.pdf
Austrian Tourist Office in Vienna,150000.00,2013-05-06,Austrian Tourist Office Inc,,,http://www.fara.gov/docs/495-Supplemental-Statement-20130802-20.pdf
Austrian Tourist Office in Vienna,150000.00,2013-05-30,Austrian Tourist Office Inc,,,http://www.fara.gov/docs/495-Supplemental-Statement-20130802-20.pdf
Austrian Tourist Office in Vienna,150250.00,2013-06-20,Austrian Tourist Office Inc,,,http://www.fara.gov/docs/495-Supplemental-Statement-20130802-20.pdf
Government Of Montenegro Ministry Of Foreign Affairs,106250.00,2013-04-01,Paige E Reffe,,,http://www.fara.gov/docs/5902-Supplemental-Statement-20130802-9.pdf
Government Of Montenegro Ministry Of Foreign Affairs,53931.56,2013-04-01,Paige E Reffe,Expenses,,http://www.fara.gov/docs/5902-Supplemental-Statement-20130802-9.pdf
Russian Federation,1913500.02,05/31/13*,Ketchum Inc.,,,http://www.fara.gov/docs/5758-Supplemental-Statement-20130801-20.pdf
Tourism Australia,236281.00,05/31/13*,Ketchum Inc.,,,http://www.fara.gov/docs/5758-Supplemental-Statement-20130801-20.pdf
Gazprom Export,3770703.54,05/31/13*,Ketchum Inc.,,,http://www.fara.gov/docs/5758-Supplemental-Statement-20130801-20.pdf
VisitBritain,55000.00,03/31/13*,Visitbritain,operational costs,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-18.pdf
VisitBritain,100000.00,03/31/13*,Visitbritain,operational costs,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-18.pdf
VisitBritain,194000.00,03/31/13*,Visitbritain,operational costs,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-18.pdf
VisitBritain,120000.00,03/31/13*,Visitbritain,operational costs,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-18.pdf
VisitBritain,210000.00,03/31/13*,Visitbritain,operational costs,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-18.pdf
VisitBritain,424000.00,03/31/13*,Visitbritain,operational costs,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-18.pdf
VisitBritain,400000.00,03/31/13*,Visitbritain,operational costs,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-18.pdf
VisitBritain,84000.00,03/31/13*,Visitbritain,US Payroll,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-18.pdf
VisitBritain,125000.00,03/31/13*,Visitbritain,US Payroll,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-18.pdf
VisitBritain,92000.00,03/31/13*,Visitbritain,US Payroll,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-18.pdf
VisitBritain,92000.00,03/31/13*,Visitbritain,US Payroll,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-18.pdf
VisitBritain,99000.00,03/31/13*,Visitbritain,US Payroll,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-18.pdf
VisitBritain,88000.00,03/31/13*,Visitbritain,US Payroll,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-18.pdf
VisitBritain,150000.00,09/30/12*,Visitbritain,operational costs,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-19.pdf
VisitBritain,150000.00,09/30/12*,Visitbritain,operational costs,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-19.pdf
VisitBritain,139000.00,09/30/12*,Visitbritain,operational costs,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-19.pdf
VisitBritain,260000.00,09/30/12*,Visitbritain,operational costs,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-19.pdf
VisitBritain,250000.00,09/30/12*,Visitbritain,operational costs,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-19.pdf
VisitBritain,150000.00,09/30/12*,Visitbritain,operational costs,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-19.pdf
VisitBritain,80035.00,09/30/12*,Visitbritain,operational costs,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-19.pdf
VisitBritain,81000.00,09/30/12*,Visitbritain,operational costs,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-19.pdf
VisitBritain,79000.00,09/30/12*,Visitbritain,operational costs,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-19.pdf
VisitBritain,78000.00,09/30/12*,Visitbritain,operational costs,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-19.pdf
VisitBritain,80000.00,09/30/12*,Visitbritain,operational costs,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-19.pdf
VisitBritain,8000.00,09/30/12*,Visitbritain,operational costs,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-19.pdf
VisitBritain,83000.00,09/30/12*,Visitbritain,operational costs,,http://www.fara.gov/docs/579-Supplemental-Statement-20130802-19.pdf
Innovation Norway,118000.00,2013-01-11,Innovation Norway,General operations and salaries,,http://www.fara.gov/docs/526-Supplemental-Statement-20130805-18.pdf
Innovation Norway,120000.00,2013-02-07,Innovation Norway,General operations and salaries,,http://www.fara.gov/docs/526-Supplemental-Statement-20130805-18.pdf
Innovation Norway,110000.00,2013-03-05,Innovation Norway,General operations and salaries,,http://www.fara.gov/docs/526-Supplemental-Statement-20130805-18.pdf
Innovation Norway,10000.00,2013-03-14,Innovation Norway,General operations and salaries,,http://www.fara.gov/docs/526-Supplemental-Statement-20130805-18.pdf
Innovation Norway,118000.00,2013-04-08,Innovation Norway,General operations and salaries,,http://www.fara.gov/docs/526-Supplemental-Statement-20130805-18.pdf
Innovation Norway,108000.00,2013-06-10,Innovation Norway,General operations and salaries,,http://www.fara.gov/docs/526-Supplemental-Statement-20130805-18.pdf
Innovation Norway,118000.00,2013-05-09,Innovation Norway,General operations and salaries,,http://www.fara.gov/docs/526-Supplemental-Statement-20130805-18.pdf
Oromo Liberation Front (OLF),10130.98,2012-02-01,Oromo Liberation Front (OLF),To maintain staff & office,,http://www.fara.gov/docs/4610-Supplemental-Statement-20130808-18.pdf
Oromo Liberation Front (OLF),6791.00,2012-02-01,Oromo Liberation Front (OLF),To maintain staff & office,,http://www.fara.gov/docs/4610-Supplemental-Statement-20130808-18.pdf
Oromo Liberation Front (OLF),350.00,2012-02-01,Oromo Liberation Front (OLF),To maintain staff & office,,http://www.fara.gov/docs/4610-Supplemental-Statement-20130808-18.pdf
"Osaka University, Japan",8977.61,2013-02-20,"Osaka University, San Francisco Office",Payment of expenses for office,,http://www.fara.gov/docs/5631-Supplemental-Statement-20130808-18.pdf
"Osaka University, Japan",52306.73,2013-03-27,"Osaka University, San Francisco Office",Payment of expenses for office ,,http://www.fara.gov/docs/5631-Supplemental-Statement-20130808-18.pdf
"Osaka University, Japan",29231.22,2013-05-28,"Osaka University, San Francisco Office",Payment of expenses for office,,http://www.fara.gov/docs/5631-Supplemental-Statement-20130808-18.pdf
"Osaka University, Japan",4472.94,2013-06-27,"Osaka University, San Francisco Office",Payment of expenses for office,,http://www.fara.gov/docs/5631-Supplemental-Statement-20130808-18.pdf
China Council for the Promotion of International Trade,94700.00,2013-03-02,"Representative Office in the USA, CCPIT",Office Operating Expenses,,http://www.fara.gov/docs/6113-Supplemental-Statement-20130807-2.pdf
China Council for the Promotion of International Trade,279702.56,2013-07-01,"Representative Office in the USA, CCPIT",Office Operating Expenses,,http://www.fara.gov/docs/6113-Supplemental-Statement-20130807-2.pdf
Belgian Tourist Office/OPT,50000.00,2013-01-07,Belgian Tourist Office,Operational expenses,,http://www.fara.gov/docs/529-Supplemental-Statement-20130806-20.pdf
Belgian Tourist Office/OPT,25000.00,2013-02-07,Belgian Tourist Office,Operational expenses,,http://www.fara.gov/docs/529-Supplemental-Statement-20130806-20.pdf
Belgian Tourist Office/OPT,75000.00,2013-02-15,Belgian Tourist Office,Operational expenses,,http://www.fara.gov/docs/529-Supplemental-Statement-20130806-20.pdf
Belgian Tourist Office/OPT,18000.00,2013-03-27,Belgian Tourist Office,Operational expenses,,http://www.fara.gov/docs/529-Supplemental-Statement-20130806-20.pdf
Belgian Tourist Office/OPT,80000.00,2013-04-15,Belgian Tourist Office,Operational expenses,,http://www.fara.gov/docs/529-Supplemental-Statement-20130806-20.pdf
Belgian Tourist Office/OPT,50000.00,2013-05-17,Belgian Tourist Office,Operational expenses,,http://www.fara.gov/docs/529-Supplemental-Statement-20130806-20.pdf
Belgian Tourist Office/OPT,62412.72,2013-05-31,Belgian Tourist Office,Operational expenses,,http://www.fara.gov/docs/529-Supplemental-Statement-20130806-20.pdf
Belgian Tourist Office/OPT,4980.00,2013-05-04,Belgian Tourist Office,Operational expenses,,http://www.fara.gov/docs/529-Supplemental-Statement-20130806-20.pdf
Belgian Tourist Office/OPT,60363.43,2013-05-17,Belgian Tourist Office,Operational expenses,,http://www.fara.gov/docs/529-Supplemental-Statement-20130806-20.pdf
Association of German Chambers of Industry and Commerce Deutscher Industrie und Handelskammertag (DI,501139.08,2013-03-01,Representative of German Industry and Trade,Operating expenses,,http://www.fara.gov/docs/4274-Supplemental-Statement-20130812-19.pdf
The British Virgin Islands Tourist Board,424381.98,2013-01-01,British Virgin Islands Tourist Board,"All Funds are received from The British Virgin Islands Tourist Board Headquarters, in The British Virgin Islands to cover all expenses incurred. ",,http://www.fara.gov/docs/3354-Supplemental-Statement-20130815-19.pdf
Royal Norwegian Embassy,24000.00,2013-02-01,"O'Brien, Gentry & Scott, LLC (O'Brien & Associates LLC)","Monthly Retainer of $4,000",,http://www.fara.gov/docs/5971-Supplemental-Statement-20130815-7.pdf
Canadian Commercial Corporation,60000.00,2013-02-01,"O'Brien, Gentry & Scott, LLC (O'Brien & Associates LLC)","Monthly Retainer of $10,000.",,http://www.fara.gov/docs/5971-Supplemental-Statement-20130815-7.pdf
St. Maarten Tourist Bureau,16275.00,2013-06-30,St. Maarten Tourist Office,,,http://www.fara.gov/docs/5294-Supplemental-Statement-20130821-16.pdf
St. Maarten Tourist Bureau,199.84,2012-07-01,St. Maarten Tourist Office,Income form French Govt,,http://www.fara.gov/docs/5294-Supplemental-Statement-20130821-17.pdf
"Mauritius Ministry of Foreign Affairs, International Trade and Cooperation",160000.00,2013-04-10,"Ryberg and Smith, L.L.C.",retainer,,http://www.fara.gov/docs/5570-Supplemental-Statement-20130821-18.pdf
"Mauritius Ministry of Foreign Affairs, International Trade and Cooperation",5791.19,2013-04-10,"Ryberg and Smith, L.L.C.",Expense reimbursement,,http://www.fara.gov/docs/5570-Supplemental-Statement-20130821-18.pdf
Office of the President of Liberia,20000.00,07/31/13*,KRL International LLC,,,http://www.fara.gov/docs/5788-Supplemental-Statement-20130821-14.pdf
Romanian Tourist Authority,3500.00,2013-04-09,Romanian Tourist Office,Personnel Expenses,,http://www.fara.gov/docs/2093-Supplemental-Statement-20130823-18.pdf
Romanian Tourist Authority,10000.00,2013-04-09,Romanian Tourist Office,Office Expenses,,http://www.fara.gov/docs/2093-Supplemental-Statement-20130823-18.pdf
Romanian Tourist Authority,2500.00,2013-04-30,Romanian Tourist Office,Personell Expenses,,http://www.fara.gov/docs/2093-Supplemental-Statement-20130823-18.pdf
Romanian Tourist Authority,17500.00,2013-06-20,Romanian Tourist Office,Office Expenses,,http://www.fara.gov/docs/2093-Supplemental-Statement-20130823-18.pdf
Romanian Tourist Authority,5000.00,2013-06-27,Romanian Tourist Office,Personnel Expenses,,http://www.fara.gov/docs/2093-Supplemental-Statement-20130823-18.pdf
"Royal Hashemite Court, Hashemite Kingdom Of Jordan",9975.00,2013-03-31,Vivien Ravdin,All payments received were for Court of Jordan communications and editorial consulting services. ,,http://www.fara.gov/docs/5630-Supplemental-Statement-20130822-19.pdf
Taipei Economic And Cultural Representative Office in the United States,40000.00,2013-03-11,The Glover Park Group LLC,Public Relations Services,,http://www.fara.gov/docs/5666-Supplemental-Statement-20130823-18.pdf
Taipei Economic And Cultural Representative Office in the United States,40000.00,2013-05-14,The Glover Park Group LLC,Public Relations Services,,http://www.fara.gov/docs/5666-Supplemental-Statement-20130823-18.pdf
Taipei Economic And Cultural Representative Office in the United States,30000.00,2013-07-18,The Glover Park Group LLC,Public Relations Services,,http://www.fara.gov/docs/5666-Supplemental-Statement-20130823-18.pdf
Taipei Economic And Cultural Representative Office in the United States,10000.00,2013-07-18,The Glover Park Group LLC,Public Relations Services,,http://www.fara.gov/docs/5666-Supplemental-Statement-20130823-18.pdf
Abu Dhabi Investment Authority,30617.01,2013-02-28,The Glover Park Group LLC,Public Relations Services,,http://www.fara.gov/docs/5666-Supplemental-Statement-20130823-18.pdf
Abu Dhabi Investment Authority,30623.31,2013-03-19,The Glover Park Group LLC,Public Relations Services,,http://www.fara.gov/docs/5666-Supplemental-Statement-20130823-18.pdf
Abu Dhabi Investment Authority,30600.00,2013-04-10,The Glover Park Group LLC,Public Relations Services,,http://www.fara.gov/docs/5666-Supplemental-Statement-20130823-18.pdf
Abu Dhabi Investment Authority,30616.95,2013-05-08,The Glover Park Group LLC,Public Relations Services,,http://www.fara.gov/docs/5666-Supplemental-Statement-20130823-18.pdf
Abu Dhabi Investment Authority,30614.61,2013-06-27,The Glover Park Group LLC,Public Relations Services,,http://www.fara.gov/docs/5666-Supplemental-Statement-20130823-18.pdf
Abu Dhabi Investment Authority,30617.01,2013-07-31,The Glover Park Group LLC,Public Relations Services,,http://www.fara.gov/docs/5666-Supplemental-Statement-20130823-18.pdf
"Ministry of Presidential Affairs, Republic of Somaliland",22819.22,2013-02-28,The Glover Park Group LLC,Public Relations Services,,http://www.fara.gov/docs/5666-Supplemental-Statement-20130823-18.pdf
Taipei Economic And Cultural Representative Office in the United States,18000.00,2013-02-01,"Western Hemisphere Strategies, LLC",Representaion,,http://www.fara.gov/docs/6086-Supplemental-Statement-20130826-3.pdf
Taipei Economic And Cultural Representative Office in the United States,18000.00,2013-03-01,"Western Hemisphere Strategies, LLC",Representaion,,http://www.fara.gov/docs/6086-Supplemental-Statement-20130826-3.pdf
Taipei Economic And Cultural Representative Office in the United States,18000.00,2013-04-01,"Western Hemisphere Strategies, LLC",Representaion,,http://www.fara.gov/docs/6086-Supplemental-Statement-20130826-3.pdf
Taipei Economic And Cultural Representative Office in the United States,18000.00,2013-05-01,"Western Hemisphere Strategies, LLC",Representaion,,http://www.fara.gov/docs/6086-Supplemental-Statement-20130826-3.pdf
Taipei Economic And Cultural Representative Office in the United States,18000.00,2013-06-01,"Western Hemisphere Strategies, LLC",Representaion,,http://www.fara.gov/docs/6086-Supplemental-Statement-20130826-3.pdf
Taipei Economic And Cultural Representative Office in the United States,18000.00,2013-07-01,"Western Hemisphere Strategies, LLC",Representaion,,http://www.fara.gov/docs/6086-Supplemental-Statement-20130826-3.pdf
Moroccan American Center for Policy,20000.00,2013-02-01,"Western Hemisphere Strategies, LLC",Representaion,"Moroccan-American Center for Policy, Inc.",http://www.fara.gov/docs/6086-Supplemental-Statement-20130826-3.pdf
